MeterNo,MeterType,LONG,LAT,Status,Borough
4923003,Strada,-73.7691906598,40.7637174491,Active,Queens
4923004,Strada,-73.7691782663,40.7636769195,Active,Queens
1023019,Strada,-73.9899675623,40.7189289426,Retired,Manhattan
1023020,Strada,-73.9891469262,40.7221897973,Active,Manhattan
1023026,Strada,-73.9923757354,40.7200002647,Active,Manhattan
1023097,Strada,-73.9945071535,40.716648708,Active,Manhattan
1023098,Strada,-73.9941400017,40.7173243399,Active,Manhattan
1023111,Strada,-73.9920236029,40.7181393013,Active,Manhattan
1023171,Strada,-73.9820876235,40.7146530053,Active,Manhattan
1023172,Strada,-73.9830408993,40.7149394787,Active,Manhattan
1033056,Strada,-73.9713836824,40.7874069418,Active,Manhattan
1043085,Strada,-73.9862999492,40.7312300368,Inactive,Manhattan
1083017,Strada,-73.9819588288,40.7708958964,Active,Manhattan
1083019,Strada,-73.9820051419,40.7723641524,Active,Manhattan
1083020,Strada,-73.9820306053,40.7734610446,Active,Manhattan
1083021,Strada,-73.9820296962,40.7743894836,Active,Manhattan
1083024,Strada,-73.9819709401,40.7758400041,Active,Manhattan
1083026,Strada,-73.982606548,40.7765371456,Active,Manhattan
1083027,Strada,-73.9819298792,40.7767491711,Active,Manhattan
1083028,Strada,-73.981912115,40.777220964,Retired,Manhattan
1083029,Strada,-73.9818951219,40.7775832091,Active,Manhattan
1083030,Strada,-73.9815652037,40.7777333417,Active,Manhattan
1083032,Strada,-73.9817489312,40.7768997048,Active,Manhattan
1083033,Strada,-73.9823065592,40.776575257,Active,Manhattan
1083034,Strada,-73.9816958745,40.7761512032,Active,Manhattan
1083035,Strada,-73.9815714089,40.7760071939,Active,Manhattan
1083036,Strada,-73.9823326201,40.7759449885,Active,Manhattan
1083037,Strada,-73.9823758255,40.7749308661,Active,Manhattan
1083039,Strada,-73.9823916532,40.7745284159,Active,Manhattan
1083040,Strada,-73.9817606612,40.774541475,Active,Manhattan
1083041,Strada,-73.9823269453,40.7708148983,Active,Manhattan
1083042,Strada,-73.982811296,40.7709023095,Active,Manhattan
1113014,Strada,-74.0057005904,40.7198674635,Active,Manhattan
1113018,Strada,-74.0044825839,40.719165679,Active,Manhattan
1113019,Strada,-74.0046668757,40.719251809,Active,Manhattan
1113022,Strada,-74.0035838401,40.7203046166,Active,Manhattan
1113021,Strada,-74.0042378264,40.7197946331,Active,Manhattan
1113051,Strada,-74.0073903715,40.7157905768,Active,Manhattan
1113102,Strada,-74.0006518973,40.7178287125,Active,Manhattan
1113103,Strada,-73.9999035592,40.7174383666,Active,Manhattan
1113104,Strada,-73.9998267541,40.7175022001,Active,Manhattan
1083043,Strada,-73.9814263445,40.779952633,Active,Manhattan
1083044,Strada,-73.9809715207,40.7800975487,Active,Manhattan
1083045,Strada,-73.9812484589,40.7805934825,Active,Manhattan
1083047,Strada,-73.9806127551,40.7816059655,Active,Manhattan
1083048,Strada,-73.9807592236,40.7820862744,Active,Manhattan
1083049,Strada,-73.9801124988,40.7833904548,Active,Manhattan
1083050,Strada,-73.9795097059,40.7835498919,Active,Manhattan
1083051,Strada,-73.9786864757,40.7832057952,Active,Manhattan
1083052,Strada,-73.9790124735,40.7835312899,Active,Manhattan
1083053,Strada,-73.9805259379,40.7834047758,Active,Manhattan
1083054,Strada,-73.9809077452,40.7832966102,Active,Manhattan
1083055,Strada,-73.9808047557,40.7829029118,Active,Manhattan
1083056,Strada,-73.9810894523,40.7822309326,Active,Manhattan
1083057,Strada,-73.9813857235,40.7813670268,Active,Manhattan
1083060,Strada,-73.9818032908,40.7799461763,Active,Manhattan
1083061,Strada,-73.982152308,40.7797674929,Active,Manhattan
1083062,Strada,-73.9821243316,40.7796616436,Active,Manhattan
1083063,Strada,-73.9795313163,40.7841693885,Inactive,Manhattan
1083064,Strada,-73.978936958,40.7843449026,Inactive,Manhattan
1083065,Strada,-73.9790507266,40.784814307,Active,Manhattan
1083066,Strada,-73.9787377045,40.784996847,Active,Manhattan
1083067,Strada,-73.9785542784,40.7854736906,Active,Manhattan
1083068,Strada,-73.9781833311,40.7855912517,Active,Manhattan
1083069,Strada,-73.9780506995,40.7861632969,Active,Manhattan
1083070,Strada,-73.9776594688,40.7862998916,Active,Manhattan
1083071,Strada,-73.9777043558,40.7866207966,Active,Manhattan
1083072,Strada,-73.9772082074,40.7868345226,Inactive,Manhattan
1083073,Strada,-73.9771680223,40.7869222235,Active,Manhattan
1083074,Strada,-73.9770401947,40.787431046,Active,Manhattan
1083075,Strada,-73.9767015681,40.7874587018,Active,Manhattan
2753001,Strada,-73.8679781601,40.8531345868,Active,Bronx
4053006,Strada,-73.84344768,40.7200016299,Active,Queens
4213002,Strada,-73.7693025721,40.7594692217,Active,Queens
1023066,Strada,-73.9879879184,40.7183262246,Inactive,Manhattan
1023177,Strada,-73.9934450115,40.7138573137,Active,Manhattan
1023190,Strada,-73.9875064417,40.7224420762,Active,Manhattan
1473110,Strada,-73.99132457,40.7340913485,Retired,Manhattan
1473111,Strada,-73.9921165729,40.7344234732,Retired,Manhattan
1033025,Strada,-73.976118577,40.7860075744,Active,Manhattan
4093002,Strada,-73.9032391869,40.700113455,Active,Queens
4153005,Strada,-73.9565877179,40.7428920951,Active,Queens
4760002,Strada,-73.8368497946,40.5813534882,Active,Queens
4760004,Strada,-73.8373532731,40.5812112436,Active,Queens
4760001,Strada,-73.8369004649,40.5810795564,Active,Queens
4760003,Strada,-73.8366286696,40.5810458129,Active,Queens
4723001,Strada,-73.9173573849,40.7429302464,Active,Queens
4723002,Strada,-73.9173289883,40.7430934339,Active,Queens
4723003,Strada,-73.9182210847,40.7430279538,Active,Queens
4723004,Strada,-73.9181934762,40.7431893555,Active,Queens
4723005,Strada,-73.919110314,40.7431284129,Active,Queens
4723006,Strada,-73.9190781556,40.7432981503,Active,Queens
4723007,Strada,-73.9200528006,40.7432296756,Active,Queens
4723008,Strada,-73.9200196981,40.7434047743,Active,Queens
4723009,Strada,-73.9210246163,40.7433538363,Active,Queens
4723010,Strada,-73.9209956058,40.7435139275,Active,Queens
4723011,Strada,-73.9219204287,40.743457375,Active,Queens
4723012,Strada,-73.9218876624,40.7436174639,Active,Queens
4723013,Strada,-73.9229629595,40.743577207,Active,Queens
4723014,Strada,-73.9229351997,40.7437439704,Active,Queens
4723015,Strada,-73.9237355725,40.7436602788,Active,Queens
4723016,Strada,-73.9237006034,40.7438318022,Active,Queens
4723017,Strada,-73.9247038963,40.743780641,Active,Queens
4723018,Strada,-73.924668632,40.743937869,Active,Queens
4723019,Strada,-73.9265801252,40.7439924737,Active,Queens
4723020,Strada,-73.9265486103,40.7441625711,Active,Queens
4723021,Strada,-73.9274819887,40.7440937101,Active,Queens
4723022,Strada,-73.9274473349,40.7442723831,Active,Queens
4723023,Strada,-73.9283854361,40.7441987522,Active,Queens
4723024,Strada,-73.9283574508,40.7443696267,Active,Queens
4723025,Strada,-73.9293762571,40.7443154556,Active,Queens
4723026,Strada,-73.9293510155,40.744486034,Active,Queens
4723027,Strada,-73.931220568,40.7445224285,Active,Queens
4723028,Strada,-73.9311921929,40.7446982473,Active,Queens
4723029,Strada,-73.932037256,40.7446203617,Inactive,Queens
4723030,Strada,-73.9320101376,40.7447930836,Active,Queens
1083076,Strada,-73.9765950136,40.7875051181,Active,Manhattan
1083086,Strada,-73.9774424859,40.7874694751,Active,Manhattan
1083083,Strada,-73.9771072557,40.7878599616,Active,Manhattan
1083078,Strada,-73.9759503326,40.7879884463,Active,Manhattan
1083081,Strada,-73.9770128388,40.7886202933,Active,Manhattan
1083089,Strada,-73.9780784534,40.7866778008,Active,Manhattan
1083077,Strada,-73.9767130478,40.7878165154,Active,Manhattan
1083079,Strada,-73.9759017335,40.7887624031,Active,Manhattan
1083080,Strada,-73.97629119,40.788817916,Active,Manhattan
1083096,Strada,-73.9797908761,40.7843879887,Active,Manhattan
1083094,Strada,-73.9790305889,40.7854042578,Active,Manhattan
1083091,Strada,-73.9784196392,40.7862263917,Active,Manhattan
1083082,Strada,-73.9773075522,40.7887455493,Active,Manhattan
1083084,Strada,-73.9773396316,40.7878197786,Active,Manhattan
1083085,Strada,-73.9774946755,40.7877908434,Active,Manhattan
1083087,Strada,-73.9778758049,40.7872140248,Active,Manhattan
1083088,Strada,-73.9780141234,40.7871802654,Active,Manhattan
1083090,Strada,-73.9784717669,40.78654525,Active,Manhattan
1083092,Strada,-73.9789053401,40.7859872806,Active,Manhattan
1083093,Strada,-73.9789445692,40.7859126515,Active,Manhattan
1083095,Strada,-73.9794040401,40.7852768168,Inactive,Manhattan
1453333,Strada,-74.0024274396,40.7400814175,Active,Manhattan
1193018,Strada,-73.9566978765,40.7778314564,Active,Manhattan
1193019,Strada,-73.9563348967,40.7783290865,Active,Manhattan
1193020,Strada,-73.955799735,40.7790579714,Active,Manhattan
1193021,Strada,-73.9552458903,40.7798154321,Active,Manhattan
1193022,Strada,-73.9548766971,40.7803178493,Active,Manhattan
1193023,Strada,-73.9593846171,40.7744376417,Active,Manhattan
1453169,Strada,-73.9928053341,40.7382116417,Active,Manhattan
1453171,Strada,-73.9933362804,40.7384369374,Active,Manhattan
1193006,Strada,-73.9564275261,40.7784865294,Active,Manhattan
1193007,Strada,-73.9568691992,40.7778790699,Active,Manhattan
1193008,Strada,-73.957487913,40.7770341747,Active,Manhattan
1193009,Strada,-73.9577221385,40.7767081151,Active,Manhattan
1193010,Strada,-73.9582938742,40.7759318263,Inactive,Manhattan
1193011,Strada,-73.9587098859,40.7758204084,Active,Manhattan
1193012,Strada,-73.9587268596,40.7753366725,Active,Manhattan
1193013,Strada,-73.9586536455,40.7751463079,Active,Manhattan
1193017,Strada,-73.9571430241,40.7772095963,Active,Manhattan
1193016,Strada,-73.9580585752,40.7759642239,Active,Manhattan
1193015,Strada,-73.9581080828,40.7755672688,Active,Manhattan
1193014,Strada,-73.9581017754,40.7754687236,Active,Manhattan
1083097,Strada,-73.9823147309,40.7703292235,Active,Manhattan
1183012,Strada,-73.9665566399,40.7696736429,Active,Manhattan
1183016,Strada,-73.9657177247,40.7709625966,Active,Manhattan
1183028,Strada,-73.9680568579,40.7686745674,Active,Manhattan
1183025,Strada,-73.9671450642,40.7699277848,Active,Manhattan
1183033,Strada,-73.9694253506,40.7667910525,Active,Manhattan
1183049,Strada,-73.9611915738,40.7768670966,Active,Manhattan
1183052,Strada,-73.9618896308,40.7771587313,Active,Manhattan
1193004,Strada,-73.9550045913,40.7804317363,Active,Manhattan
1193005,Strada,-73.955409716,40.7798824281,Active,Manhattan
1013002,Strada,-73.9431976181,40.8069015356,Active,Manhattan
1013003,Strada,-73.9442485141,40.8073440528,Active,Manhattan
1013004,Strada,-73.9450637385,40.8076895592,Active,Manhattan
1013005,Strada,-73.946373987,40.8082421834,Active,Manhattan
1013006,Strada,-73.9472944759,40.8086292808,Active,Manhattan
1013007,Strada,-73.9477374261,40.8088165556,Active,Manhattan
1013008,Strada,-73.9491319951,40.8094042311,Active,Manhattan
1013009,Strada,-73.9506708152,40.810053405,Active,Manhattan
1013010,Strada,-73.9520733143,40.8106437335,Active,Manhattan
1013011,Strada,-73.9534962003,40.8112436659,Active,Manhattan
1013012,Strada,-73.9577378212,40.8148793505,Active,Manhattan
1013014,Strada,-73.9530946124,40.8108906963,Active,Manhattan
1013013,Strada,-73.9536264137,40.811113311,Active,Manhattan
1013015,Strada,-73.9517331398,40.8103145578,Active,Manhattan
1013016,Strada,-73.9504323482,40.8097662547,Active,Manhattan
1013017,Strada,-73.9492827397,40.8092856101,Active,Manhattan
1013018,Strada,-73.9488979061,40.8091209011,Active,Manhattan
1013019,Strada,-73.946394591,40.8080622509,Inactive,Manhattan
1013020,Strada,-73.9443537594,40.8072034611,Active,Manhattan
1013021,Strada,-73.9432116684,40.806722854,Active,Manhattan
1013022,Strada,-73.942806229,40.8065518821,Active,Manhattan
4152050,Strada,-73.9395784615,40.7482249263,Inactive,Queens
4153006,Strada,-73.9403308329,40.7479548433,Active,Queens
3013080,Strada,-73.9895133406,40.7034493586,Active,Brooklyn
4813001,Strada,-73.8321278068,40.7601997912,Active,Queens
4813002,Strada,-73.8317123439,40.7601877486,Active,Queens
4813003,Strada,-73.8317523636,40.7599748031,Active,Queens
4813004,Strada,-73.8321565881,40.7599696745,Active,Queens
4813005,Strada,-73.831724119,40.7599919165,Active,Queens
4873001,Strada,-73.8312068355,40.7576864764,Inactive,Queens
4873002,Strada,-73.8311824906,40.7576492723,Inactive,Queens
4873005,Strada,-73.8308155201,40.7577959776,Inactive,Queens
4873006,Strada,-73.8306177033,40.7579600861,Inactive,Queens
4873007,Strada,-73.8305896628,40.7578971445,Inactive,Queens
4873008,Strada,-73.8302037222,40.7581095803,Inactive,Queens
2023018,Strada,-73.9164601027,40.8163868159,Active,Bronx
2023019,Strada,-73.9140456292,40.8183761618,Active,Bronx
1183043,Strada,-73.9635616587,40.7742018936,Active,Manhattan
1183044,Strada,-73.9632100182,40.7746852618,Active,Manhattan
1183045,Strada,-73.9626681763,40.7754324012,Active,Manhattan
1183050,Strada,-73.9612424477,40.7773806973,Active,Manhattan
1183051,Strada,-73.9614683383,40.7773772665,Active,Manhattan
1183053,Strada,-73.9618857246,40.7770624771,Active,Manhattan
1183054,Strada,-73.9618767797,40.776814292,Active,Manhattan
1183055,Strada,-73.9624760425,40.7759912196,Active,Manhattan
1183057,Strada,-73.9629587254,40.7757331548,Active,Manhattan
1183058,Strada,-73.9629765692,40.775305701,Active,Manhattan
1183060,Strada,-73.963967575,40.7744979472,Active,Manhattan
1183061,Strada,-73.9638570596,40.7740964585,Active,Manhattan
1183062,Strada,-73.9642729047,40.7738904289,Active,Manhattan
1183065,Strada,-73.964341367,40.7734368352,Active,Manhattan
1183067,Strada,-73.9646901197,40.7731443062,Active,Manhattan
1183068,Strada,-73.9648115505,40.7727900738,Active,Manhattan
1183069,Strada,-73.9651566778,40.7726041275,Active,Manhattan
1183071,Strada,-73.9652235362,40.7722229116,Active,Manhattan
1183001,Strada,-73.9689573743,40.766594396,Active,Manhattan
1183005,Strada,-73.9675770624,40.7684706953,Active,Manhattan
1183018,Strada,-73.9654877904,40.7715613212,Active,Manhattan
1183019,Strada,-73.9658252354,40.7714005054,Active,Manhattan
1183024,Strada,-73.9666933353,40.7702091426,Active,Manhattan
1183026,Strada,-73.9671904449,40.7695275645,Active,Manhattan
1183027,Strada,-73.9676345039,40.768921581,Active,Manhattan
1183029,Strada,-73.9681120737,40.7682646599,Active,Manhattan
1183030,Strada,-73.9685650449,40.7676417061,Active,Manhattan
1183031,Strada,-73.9689254537,40.7671474111,Active,Manhattan
1183032,Strada,-73.9694305352,40.7668905163,Active,Manhattan
1183034,Strada,-73.9694608695,40.7664115527,Active,Manhattan
1183035,Strada,-73.9649659311,40.7722679245,Active,Manhattan
1183037,Strada,-73.9646433553,40.7723874803,Active,Manhattan
1183038,Strada,-73.9645727808,40.7728094037,Active,Manhattan
1243108,Strada,-73.9951914803,40.7186523833,Active,Manhattan
1443805,Strada,-73.9768777379,40.747236242,Active,Manhattan
1133087,Strada,-73.9811095626,40.7295231531,Active,Manhattan
4053100,Strada,-73.8433150745,40.7213222742,Active,Queens
4813007,Strada,-73.8321481737,40.7599471712,Active,Queens
4873003,Strada,-73.8308294762,40.7578361697,Inactive,Queens
4873004,Strada,-73.8301996794,40.7580811273,Inactive,Queens
1443636,Strada,-73.9851075337,40.7449445603,Active,Manhattan
3013650,Strada,-73.9779491763,40.6855621372,Active,Brooklyn
4043074,Strada,-73.8232339955,40.7109060552,Active,Queens
4343106,Strada,-73.9075363236,40.7536484815,Active,Queens
1023073,Strada,-73.9858810649,40.721949035,Active,Manhattan
1023189,Strada,-73.9882887307,40.7226787898,Active,Manhattan
1133088,Strada,-73.9840171344,40.7252509221,Active,Manhattan
1133089,Strada,-73.9869728351,40.7225797977,Active,Manhattan
1133090,Strada,-73.9875282906,40.7227425912,Active,Manhattan
1133093,Strada,-73.9775344958,40.7384581784,Active,Manhattan
1153022,Strada,-73.988502857,40.7316733928,Active,Manhattan
1183070,Strada,-73.9652110179,40.7725345539,Active,Manhattan
1193024,Strada,-73.9597424594,40.7739457424,Active,Manhattan
1193025,Strada,-73.960284692,40.7732020458,Active,Manhattan
1193026,Strada,-73.9607463764,40.7725654592,Active,Manhattan
1193027,Strada,-73.9609948771,40.7722282755,Active,Manhattan
1193028,Strada,-73.9612479133,40.7718827856,Active,Manhattan
1193029,Strada,-73.9614364438,40.7718655628,Active,Manhattan
1193030,Strada,-73.9615315172,40.7718122271,Active,Manhattan
1193031,Strada,-73.9619848173,40.7711740604,Active,Manhattan
1193032,Strada,-73.9620438586,40.7707862169,Active,Manhattan
1193033,Strada,-73.9618869311,40.7707137061,Active,Manhattan
1193034,Strada,-73.9614767982,40.7709607362,Active,Manhattan
1193035,Strada,-73.9615328053,40.771079308,Active,Manhattan
1193036,Strada,-73.9614407858,40.7713240493,Active,Manhattan
1193037,Strada,-73.960946775,40.7716599796,Active,Manhattan
1193038,Strada,-73.9610861788,40.7718140677,Inactive,Manhattan
1193039,Strada,-73.9608590194,40.7721240313,Active,Manhattan
1193040,Strada,-73.9610734901,40.7724490136,Active,Manhattan
1193041,Strada,-73.9603842194,40.7722510471,Active,Manhattan
1193042,Strada,-73.9605924728,40.7724905326,Active,Manhattan
1193043,Strada,-73.9599659221,40.7729096799,Active,Manhattan
1193044,Strada,-73.9600213179,40.7732752422,Active,Manhattan
1193045,Strada,-73.9597118434,40.773533649,Active,Manhattan
1193046,Strada,-73.9595302086,40.7735512514,Active,Manhattan
1193047,Strada,-73.959528139,40.7739472342,Inactive,Manhattan
1193048,Strada,-73.9591135784,40.7745177887,Active,Manhattan
1193049,Strada,-73.9626800469,40.7699134542,Active,Manhattan
1193050,Strada,-73.9629705001,40.7698959809,Active,Manhattan
1193051,Strada,-73.9629928603,40.7698150148,Active,Manhattan
1193052,Strada,-73.9630064121,40.7694710125,Active,Manhattan
1193053,Strada,-73.963376058,40.7692492339,Active,Manhattan
1193054,Strada,-73.9633488845,40.7691456268,Active,Manhattan
1193055,Strada,-73.9636419341,40.7685989096,Active,Manhattan
1193056,Strada,-73.9640757318,40.7680006385,Active,Manhattan
1193057,Strada,-73.9644817132,40.7674462531,Active,Manhattan
1193058,Strada,-73.9653265372,40.7662889767,Active,Manhattan
1193059,Strada,-73.9664906741,40.7644052668,Retired,Manhattan
1193060,Strada,-73.9660273654,40.7650386088,Active,Manhattan
1193061,Strada,-73.9655830578,40.7656500173,Active,Manhattan
1193062,Strada,-73.9651672349,40.7662187461,Active,Manhattan
1193063,Strada,-73.9643789004,40.7672994572,Active,Manhattan
1193064,Strada,-73.9636169861,40.7683478278,Active,Manhattan
1193065,Strada,-73.9633378519,40.7687273295,Active,Manhattan
1193066,Strada,-73.9629128758,40.7689609489,Active,Manhattan
1193067,Strada,-73.96280461,40.7690066803,Active,Manhattan
1193068,Strada,-73.9628719336,40.7693659786,Active,Manhattan
1193069,Strada,-73.9624259877,40.7695750363,Active,Manhattan
1193070,Strada,-73.9624064832,40.7696592702,Active,Manhattan
1193071,Strada,-73.9624311879,40.769964893,Active,Manhattan
1183002,Strada,-73.9688851944,40.7666631408,Active,Manhattan
1183048,Strada,-73.9622840511,40.7759477761,Active,Manhattan
1183036,Strada,-73.9646947402,40.7723160429,Active,Manhattan
1183003,Strada,-73.968705415,40.7671402718,Active,Manhattan
1183004,Strada,-73.9679057396,40.7682410734,Active,Manhattan
1183010,Strada,-73.9672959957,40.7690824153,Active,Manhattan
1183011,Strada,-73.9670179673,40.7694630167,Active,Manhattan
1183013,Strada,-73.9664904642,40.7697446041,Active,Manhattan
1183014,Strada,-73.9660623728,40.7703803116,Active,Manhattan
1183015,Strada,-73.9661824763,40.7706071495,Active,Manhattan
1183017,Strada,-73.9657141072,40.771057161,Active,Manhattan
1183020,Strada,-73.9662310126,40.7712724763,Active,Manhattan
1183022,Strada,-73.9662545444,40.7708103386,Active,Manhattan
1243113,Strada,-73.9996768389,40.7182631667,Active,Manhattan
1263001,Strada,-73.9749486947,40.7420114518,Active,Manhattan
1263002,Strada,-73.9746371097,40.7424414117,Active,Manhattan
1263004,Strada,-73.9729102663,40.7448053901,Active,Manhattan
1263005,Strada,-73.9725358108,40.7453216546,Active,Manhattan
1263006,Strada,-73.9720228533,40.7460240605,Active,Manhattan
1263007,Strada,-73.9710884362,40.7473059177,Inactive,Manhattan
1263009,Strada,-73.9660715321,40.7541898328,Active,Manhattan
1263010,Strada,-73.9655872928,40.7548497768,Active,Manhattan
1263011,Strada,-73.9652158019,40.7553658529,Active,Manhattan
1263013,Strada,-73.9641779707,40.7567869742,Active,Manhattan
1263014,Strada,-73.9617408127,40.7597316721,Active,Manhattan
1263015,Strada,-73.9612493712,40.7604063614,Active,Manhattan
1263016,Strada,-73.9606613841,40.7612147757,Active,Manhattan
1263017,Strada,-73.9601842242,40.7618745736,Active,Manhattan
1263018,Strada,-73.9598326344,40.7623548842,Active,Manhattan
1263019,Strada,-73.9592890601,40.7630990593,Active,Manhattan
1263020,Strada,-73.9589489065,40.7635659933,Active,Manhattan
1263021,Strada,-73.9575853609,40.7651682878,Active,Manhattan
1263022,Strada,-73.9575851187,40.7654388793,Active,Manhattan
1263023,Strada,-73.9570700413,40.7661429925,Active,Manhattan
1263024,Strada,-73.9566309396,40.766732614,Active,Manhattan
1263025,Strada,-73.9561723218,40.7673688238,Active,Manhattan
1263026,Strada,-73.9564503509,40.7673818019,Active,Manhattan
1263027,Strada,-73.956903906,40.7667590769,Active,Manhattan
1263028,Strada,-73.9573112424,40.7662027234,Active,Manhattan
1263029,Strada,-73.9578318735,40.7654838537,Active,Manhattan
1263030,Strada,-73.9582107467,40.764971306,Retired,Manhattan
1263032,Strada,-73.9591749224,40.7636490082,Active,Manhattan
1263033,Strada,-73.959612394,40.7630421451,Active,Manhattan
1263034,Strada,-73.960031132,40.7624753083,Active,Manhattan
1263035,Strada,-73.9604855679,40.7618519378,Active,Manhattan
1263036,Strada,-73.9609462067,40.7612191131,Retired,Manhattan
1263037,Strada,-73.9613643212,40.760644534,Active,Manhattan
1263038,Strada,-73.9556897468,40.7680254478,Active,Manhattan
1263039,Strada,-73.9551285576,40.7687956475,Active,Manhattan
1263040,Strada,-73.9547244586,40.7693518673,Active,Manhattan
1263041,Strada,-73.9541096251,40.7701926304,Active,Manhattan
1263042,Strada,-73.9537591232,40.7706720615,Active,Manhattan
1263043,Strada,-73.9531861432,40.7714636372,Active,Manhattan
1263044,Strada,-73.9528124615,40.7719698036,Active,Manhattan
1263045,Strada,-73.9525242028,40.7727605079,Active,Manhattan
1263046,Strada,-73.9531977545,40.7718380586,Active,Manhattan
1263047,Strada,-73.9535326613,40.771382019,Retired,Manhattan
1263048,Strada,-73.9541084513,40.7705932126,Active,Manhattan
1263049,Strada,-73.9544410472,40.770136168,Active,Manhattan
1263050,Strada,-73.9549721696,40.7694095966,Active,Manhattan
1263051,Strada,-73.9554266943,40.7687898649,Active,Manhattan
1263052,Strada,-73.9559121411,40.7681229171,Active,Manhattan
1348107,Strada,-73.9531806487,40.7909327253,Active,Manhattan
1433326,Strada,-73.9753606294,40.7544404303,Active,Manhattan
1433328,Strada,-73.9748774717,40.7542364704,Retired,Manhattan
1433329,Strada,-73.9744654957,40.754062558,Retired,Manhattan
1023194,Strada,-73.9921662616,40.7153121496,Active,Manhattan
1033116,Strada,-73.9723734443,40.7860475996,Active,Manhattan
1033117,Strada,-73.9727797787,40.7854918313,Active,Manhattan
1033121,Strada,-73.9714993831,40.7875766483,Active,Manhattan
1083022,Strada,-73.9826185089,40.7748118782,Active,Manhattan
1083025,Strada,-73.9827787031,40.7765166662,Active,Manhattan
1083059,Strada,-73.9817109076,40.781146845,Active,Manhattan
1113028,Strada,-74.0091758699,40.7171068357,Active,Manhattan
1113065,Strada,-74.0023190322,40.7090985955,Active,Manhattan
1113066,Strada,-74.0031597749,40.7084197118,Active,Manhattan
1113069,Strada,-74.0060146317,40.7071334906,Active,Manhattan
1113072,Strada,-74.0092172958,40.7044518097,Active,Manhattan
1143036,Strada,-73.9939046707,40.7302297448,Active,Manhattan
1143003,Strada,-73.9971858098,40.7325467761,Inactive,Manhattan
1143038,Strada,-73.9956041221,40.7318745746,Active,Manhattan
1233001,Strada,-73.9171310279,40.8692112523,Active,Manhattan
1243115,Strada,-73.995778993,40.7169411546,Inactive,Manhattan
1243116,Strada,-73.9966593144,40.7177499397,Active,Manhattan
1243117,Strada,-73.9987123029,40.7128602119,Active,Manhattan
1243118,Strada,-73.9968872027,40.7146481514,Active,Manhattan
1243119,Strada,-73.9920769018,40.726018834,Active,Manhattan
1243121,Strada,-73.9973554198,40.7167819761,Active,Manhattan
1243122,Strada,-74.0016080925,40.719091308,Active,Manhattan
1273002,Strada,-73.9608249513,40.7779505138,Active,Manhattan
1273003,Strada,-73.9604616893,40.77844972,Active,Manhattan
1273004,Strada,-73.9594643861,40.7798108851,Active,Manhattan
1273005,Strada,-73.9589983954,40.7804500236,Active,Manhattan
1273006,Strada,-73.9591641094,40.7805278056,Active,Manhattan
1273007,Strada,-73.9595039284,40.7803187651,Active,Manhattan
1273008,Strada,-73.9596335403,40.7802464687,Active,Manhattan
1273009,Strada,-73.9596125988,40.7799134584,Active,Manhattan
1273010,Strada,-73.9600629356,40.7792960744,Active,Manhattan
1273011,Strada,-73.9604380268,40.7789420786,Active,Manhattan
1273012,Strada,-73.9605899113,40.7785742629,Active,Manhattan
1273013,Strada,-73.9608713409,40.7782962234,Active,Manhattan
1273014,Strada,-73.9609933003,40.7780225075,Active,Manhattan
1273016,Strada,-73.9576218323,40.7823379762,Active,Manhattan
1273017,Strada,-73.9570768624,40.7830848955,Active,Manhattan
1273018,Strada,-73.956630381,40.7836906084,Active,Manhattan
1273019,Strada,-73.9562557885,40.7839986157,Active,Manhattan
1273020,Strada,-73.9560812058,40.7844517735,Active,Manhattan
1273021,Strada,-73.9556254609,40.7850675842,Active,Manhattan
1273022,Strada,-73.9550996901,40.7857933233,Active,Manhattan
1273023,Strada,-73.9547505061,40.7862749369,Active,Manhattan
1273024,Strada,-73.9545874078,40.7875007628,Active,Manhattan
1273025,Strada,-73.9552575398,40.7877809528,Active,Manhattan
1273026,Strada,-73.9545118558,40.7869030155,Active,Manhattan
1273027,Strada,-73.9549090324,40.7863578173,Active,Manhattan
1273028,Strada,-73.955398777,40.7856853109,Active,Manhattan
1273029,Strada,-73.9558517159,40.7850654001,Active,Manhattan
1273030,Strada,-73.9563408545,40.7843937871,Active,Manhattan
1273031,Strada,-73.9567065568,40.784088864,Active,Manhattan
1273032,Strada,-73.9567816383,40.7837907226,Active,Manhattan
1273033,Strada,-73.9572371099,40.7831679354,Active,Manhattan
1273034,Strada,-73.9576556463,40.782597452,Active,Manhattan
1273035,Strada,-73.9581482432,40.7819184987,Active,Manhattan
1273036,Strada,-73.9586566035,40.7812248716,Active,Manhattan
1273037,Strada,-73.9537900747,40.7875886769,Active,Manhattan
1273039,Strada,-73.95343118,40.788079211,Active,Manhattan
1273042,Strada,-73.9516065332,40.7887805546,Active,Manhattan
1273045,Strada,-73.9522341985,40.7890379554,Active,Manhattan
1273043,Strada,-73.9523441569,40.7889377229,Active,Manhattan
1273044,Strada,-73.9514839148,40.7885811259,Active,Manhattan
1273046,Strada,-73.9535047182,40.7882811204,Active,Manhattan
1273047,Strada,-73.9540261467,40.7880056358,Active,Manhattan
1273049,Strada,-73.9515654727,40.7882093262,Active,Manhattan
1273050,Strada,-73.9525083665,40.786915967,Inactive,Manhattan
1273051,Strada,-73.951834531,40.786341146,Active,Manhattan
1273052,Strada,-73.9513871038,40.785388578,Active,Manhattan
1273053,Strada,-73.9516501463,40.785030381,Active,Manhattan
